F, epochs, epsilon, B, weightcost, momentum, trRSME, vlRSME
10, 24, 0.01, 20, 0.0005, 0.3, 0.896564794154, 1.19487697536
10, 25, 0.01, 20, 0.0005, 0.3, 0.88742102892, 1.19399688041
10, 26, 0.01, 20, 0.0005, 0.3, 0.880559602058, 1.19854989602
10, 27, 0.01, 20, 0.0005, 0.3, 0.87278060827, 1.19357282816
10, 28, 0.01, 20, 0.0005, 0.3, 0.855000718622, 1.19321766266
10, 29, 0.01, 20, 0.0005, 0.3, 0.851868470226, 1.2059611521
10, 30, 0.01, 20, 0.0005, 0.3, 0.836495923457, 1.18717067676
10, 31, 0.01, 20, 0.0005, 0.3, 0.843064883289, 1.20071270234
10, 32, 0.01, 20, 0.0005, 0.3, 0.830688639642, 1.21127383611
10, 33, 0.01, 20, 0.0005, 0.3, 0.819260374284, 1.19289405267
10, 34, 0.01, 20, 0.0005, 0.3, 0.81994667491, 1.20836414615
10, 35, 0.01, 20, 0.0005, 0.3, 0.816014933095, 1.20620946598
10, 36, 0.01, 20, 0.0005, 0.3, 0.803569985833, 1.21121135852
10, 37, 0.01, 20, 0.0005, 0.3, 0.801763587637, 1.23158689122
10, 38, 0.01, 20, 0.0005, 0.3, 0.801529273443, 1.21869218212
10, 39, 0.01, 20, 0.0005, 0.3, 0.785910208785, 1.21584286951
10, 40, 0.01, 20, 0.0005, 0.3, 0.781298798484, 1.21844125296
10, 41, 0.01, 20, 0.0005, 0.3, 0.785800747259, 1.2170866895
10, 42, 0.01, 20, 0.0005, 0.3, 0.779872294909, 1.23190387727
10, 43, 0.01, 20, 0.0005, 0.3, 0.782327651966, 1.22819716517
10, 44, 0.01, 20, 0.0005, 0.3, 0.78013938919, 1.22749878025
10, 45, 0.01, 20, 0.0005, 0.3, 0.77661881157, 1.23934647161
10, 46, 0.01, 20, 0.0005, 0.3, 0.772891031349, 1.22266514444
10, 47, 0.01, 20, 0.0005, 0.3, 0.77261325616, 1.22470342133
10, 48, 0.01, 20, 0.0005, 0.3, 0.773708766825, 1.2248375995
10, 49, 0.01, 20, 0.0005, 0.3, 0.772009435509, 1.21591330417
10, 1, 0.01, 20, 0.0005, 0.5, 1.16531157301, 1.19935031953
10, 2, 0.01, 20, 0.0005, 0.5, 1.09380559179, 1.15956572925
10, 3, 0.01, 20, 0.0005, 0.5, 1.06043186016, 1.15563247508
10, 4, 0.01, 20, 0.0005, 0.5, 1.05218969482, 1.16129406436
10, 5, 0.01, 20, 0.0005, 0.5, 1.03820225571, 1.15376565063
10, 6, 0.01, 20, 0.0005, 0.5, 1.0339484335, 1.16362272229
10, 7, 0.01, 20, 0.0005, 0.5, 1.03044704284, 1.17083620613
10, 8, 0.01, 20, 0.0005, 0.5, 1.0271252568, 1.15888732067
10, 9, 0.01, 20, 0.0005, 0.5, 1.02315086813, 1.14575266972
10, 10, 0.01, 20, 0.0005, 0.5, 1.02564328263, 1.15456606257
10, 11, 0.01, 20, 0.0005, 0.5, 1.02099648452, 1.14789722945
10, 12, 0.01, 20, 0.0005, 0.5, 1.01401798449, 1.1480347776
10, 13, 0.01, 20, 0.0005, 0.5, 0.998807976678, 1.15668095402
10, 14, 0.01, 20, 0.0005, 0.5, 0.992995817844, 1.15156112548
10, 15, 0.01, 20, 0.0005, 0.5, 0.986194306407, 1.16556944714
10, 16, 0.01, 20, 0.0005, 0.5, 0.975464462636, 1.17940149986
10, 17, 0.01, 20, 0.0005, 0.5, 0.955472356297, 1.17570545313
10, 18, 0.01, 20, 0.0005, 0.5, 0.959781421838, 1.17295794218
10, 19, 0.01, 20, 0.0005, 0.5, 0.950001099642, 1.18915442896
10, 20, 0.01, 20, 0.0005, 0.5, 0.94305534036, 1.20257757111
10, 21, 0.01, 20, 0.0005, 0.5, 0.931749019153, 1.19466784364
10, 22, 0.01, 20, 0.0005, 0.5, 0.932415453794, 1.18852018003
10, 23, 0.01, 20, 0.0005, 0.5, 0.927183311251, 1.20196043203
10, 24, 0.01, 20, 0.0005, 0.5, 0.923682434325, 1.20486171615
10, 25, 0.01, 20, 0.0005, 0.5, 0.917456327282, 1.21526353823
10, 26, 0.01, 20, 0.0005, 0.5, 0.908238695936, 1.19277106634
10, 27, 0.01, 20, 0.0005, 0.5, 0.910430836668, 1.18252115815
10, 28, 0.01, 20, 0.0005, 0.5, 0.903150769189, 1.20064415188
10, 29, 0.01, 20, 0.0005, 0.5, 0.897294705025, 1.22726605417
10, 30, 0.01, 20, 0.0005, 0.5, 0.890806177852, 1.22222633113
10, 31, 0.01, 20, 0.0005, 0.5, 0.886235875432, 1.20473648253
10, 32, 0.01, 20, 0.0005, 0.5, 0.881579141511, 1.21551275209
10, 33, 0.01, 20, 0.0005, 0.5, 0.880404830451, 1.20360413676
10, 34, 0.01, 20, 0.0005, 0.5, 0.871931114359, 1.22562335857
10, 35, 0.01, 20, 0.0005, 0.5, 0.868945515767, 1.22783411805
10, 36, 0.01, 20, 0.0005, 0.5, 0.867323426198, 1.23909324803
10, 37, 0.01, 20, 0.0005, 0.5, 0.862879311861, 1.23102162009
10, 38, 0.01, 20, 0.0005, 0.5, 0.861619726659, 1.22157152386
10, 39, 0.01, 20, 0.0005, 0.5, 0.859161710334, 1.22750903527
10, 40, 0.01, 20, 0.0005, 0.5, 0.854704585645, 1.22373976695
10, 41, 0.01, 20, 0.0005, 0.5, 0.854073726344, 1.23409631811
10, 42, 0.01, 20, 0.0005, 0.5, 0.851271482896, 1.22543985587
10, 43, 0.01, 20, 0.0005, 0.5, 0.848180669541, 1.23617712331
10, 44, 0.01, 20, 0.0005, 0.5, 0.850617354097, 1.22532592235
10, 45, 0.01, 20, 0.0005, 0.5, 0.84582004218, 1.22978143962
10, 46, 0.01, 20, 0.0005, 0.5, 0.844240833909, 1.22508817308
10, 47, 0.01, 20, 0.0005, 0.5, 0.838339208668, 1.23202162636
10, 48, 0.01, 20, 0.0005, 0.5, 0.842253674728, 1.23119856953
10, 49, 0.01, 20, 0.0005, 0.5, 0.841236389722, 1.23359177899
10, 1, 0.01, 20, 0.001, 0.3, 1.1519163009, 1.19897677163
10, 2, 0.01, 20, 0.001, 0.3, 1.10353591712, 1.1667041943
10, 3, 0.01, 20, 0.001, 0.3, 1.06353161821, 1.15198103007
10, 4, 0.01, 20, 0.001, 0.3, 1.05848718514, 1.16671159457
10, 5, 0.01, 20, 0.001, 0.3, 1.0455255601, 1.15718128065
10, 6, 0.01, 20, 0.001, 0.3, 1.03640848287, 1.15355163249
10, 7, 0.01, 20, 0.001, 0.3, 1.03624262668, 1.15613103349
10, 8, 0.01, 20, 0.001, 0.3, 1.02340478891, 1.15642042534
10, 9, 0.01, 20, 0.001, 0.3, 1.0287600929, 1.16377409524
10, 10, 0.01, 20, 0.001, 0.3, 1.02467793121, 1.15534141901
10, 11, 0.01, 20, 0.001, 0.3, 1.0195481591, 1.16158610758
10, 12, 0.01, 20, 0.001, 0.3, 1.00672760708, 1.16430873296
10, 13, 0.01, 20, 0.001, 0.3, 1.0013320462, 1.16574649842
10, 14, 0.01, 20, 0.001, 0.3, 0.990372758219, 1.15496788816
10, 15, 0.01, 20, 0.001, 0.3, 0.98281332405, 1.18660490892
10, 16, 0.01, 20, 0.001, 0.3, 0.967844813189, 1.17921691752
10, 17, 0.01, 20, 0.001, 0.3, 0.963854641027, 1.1882604012
10, 18, 0.01, 20, 0.001, 0.3, 0.961688538566, 1.20336867568
10, 19, 0.01, 20, 0.001, 0.3, 0.955445352134, 1.19225637374
10, 20, 0.01, 20, 0.001, 0.3, 0.947025981116, 1.2070581459
10, 21, 0.01, 20, 0.001, 0.3, 0.946585995956, 1.19493510253
10, 22, 0.01, 20, 0.001, 0.3, 0.938909812139, 1.20628755421
10, 23, 0.01, 20, 0.001, 0.3, 0.925625815693, 1.24235378951
10, 24, 0.01, 20, 0.001, 0.3, 0.922910756702, 1.22228836733
10, 25, 0.01, 20, 0.001, 0.3, 0.916836243467, 1.22940401454
10, 26, 0.01, 20, 0.001, 0.3, 0.911572416745, 1.22701130368
10, 27, 0.01, 20, 0.001, 0.3, 0.907946812748, 1.23507807214
10, 28, 0.01, 20, 0.001, 0.3, 0.909524275932, 1.23135687026
10, 29, 0.01, 20, 0.001, 0.3, 0.897444834607, 1.21733035348
10, 30, 0.01, 20, 0.001, 0.3, 0.895206027131, 1.2173750043
10, 31, 0.01, 20, 0.001, 0.3, 0.888859623421, 1.20759451733
10, 32, 0.01, 20, 0.001, 0.3, 0.891957613724, 1.21928157036
10, 33, 0.01, 20, 0.001, 0.3, 0.882362590161, 1.22014131994
10, 34, 0.01, 20, 0.001, 0.3, 0.876616623621, 1.22348265726
10, 35, 0.01, 20, 0.001, 0.3, 0.8805589832, 1.22348478248
10, 36, 0.01, 20, 0.001, 0.3, 0.878804943684, 1.22236669254
10, 37, 0.01, 20, 0.001, 0.3, 0.877149903616, 1.22129402784
10, 38, 0.01, 20, 0.001, 0.3, 0.870540270566, 1.23721306453
10, 39, 0.01, 20, 0.001, 0.3, 0.869605225885, 1.21997955555
10, 40, 0.01, 20, 0.001, 0.3, 0.868678761559, 1.22330618513
10, 41, 0.01, 20, 0.001, 0.3, 0.864643907918, 1.23238481773
10, 42, 0.01, 20, 0.001, 0.3, 0.859898757146, 1.22608756779
10, 43, 0.01, 20, 0.001, 0.3, 0.86520705021, 1.22297337963
10, 44, 0.01, 20, 0.001, 0.3, 0.861515133825, 1.22931688344
10, 45, 0.01, 20, 0.001, 0.3, 0.864590396866, 1.21720161975
10, 46, 0.01, 20, 0.001, 0.3, 0.860786356576, 1.22157295444
10, 47, 0.01, 20, 0.001, 0.3, 0.860362701242, 1.24163575135
10, 48, 0.01, 20, 0.001, 0.3, 0.863215696603, 1.22207652224
10, 49, 0.01, 20, 0.001, 0.3, 0.863586296848, 1.22719060449
10, 1, 0.01, 20, 0.001, 0.5, 1.15163917097, 1.19781726696
10, 2, 0.01, 20, 0.001, 0.5, 1.10245349938, 1.15986774817
10, 3, 0.01, 20, 0.001, 0.5, 1.06848234155, 1.14576354561
10, 4, 0.01, 20, 0.001, 0.5, 1.05267569903, 1.15443189079
10, 5, 0.01, 20, 0.001, 0.5, 1.04412149554, 1.14379598391
10, 6, 0.01, 20, 0.001, 0.5, 1.03565029741, 1.148479434
10, 7, 0.01, 20, 0.001, 0.5, 1.03611613505, 1.16445241962
10, 8, 0.01, 20, 0.001, 0.5, 1.03121732493, 1.15930337647
10, 9, 0.01, 20, 0.001, 0.5, 1.03335544528, 1.16210542149
10, 10, 0.01, 20, 0.001, 0.5, 1.03280858937, 1.16617712936
10, 11, 0.01, 20, 0.001, 0.5, 1.027991109, 1.15041157806
10, 12, 0.01, 20, 0.001, 0.5, 1.01943927494, 1.16504771898
10, 13, 0.01, 20, 0.001, 0.5, 1.01671855564, 1.16520568052
10, 14, 0.01, 20, 0.001, 0.5, 1.00682161982, 1.1688751751
10, 15, 0.01, 20, 0.001, 0.5, 0.997733045035, 1.17370438796
10, 16, 0.01, 20, 0.001, 0.5, 0.988132820437, 1.17022222785
10, 17, 0.01, 20, 0.001, 0.5, 0.977110048167, 1.18126029757
10, 18, 0.01, 20, 0.001, 0.5, 0.967683536927, 1.17143712635
10, 19, 0.01, 20, 0.001, 0.5, 0.963293170939, 1.19631682852
10, 20, 0.01, 20, 0.001, 0.5, 0.964560479281, 1.17647549086
10, 21, 0.01, 20, 0.001, 0.5, 0.953956199026, 1.1934652615
10, 22, 0.01, 20, 0.001, 0.5, 0.956015817521, 1.2128080943
10, 23, 0.01, 20, 0.001, 0.5, 0.948428495378, 1.19809208482
10, 24, 0.01, 20, 0.001, 0.5, 0.955112531197, 1.21682141741
10, 25, 0.01, 20, 0.001, 0.5, 0.947778076015, 1.2117811866
10, 26, 0.01, 20, 0.001, 0.5, 0.951585014842, 1.22091973823
10, 27, 0.01, 20, 0.001, 0.5, 0.945257162906, 1.2214478519
10, 28, 0.01, 20, 0.001, 0.5, 0.951666704035, 1.23956827597
10, 29, 0.01, 20, 0.001, 0.5, 0.942664834589, 1.21761358728
10, 30, 0.01, 20, 0.001, 0.5, 0.93771144037, 1.23467082831
10, 31, 0.01, 20, 0.001, 0.5, 0.938273369223, 1.24014322583
10, 32, 0.01, 20, 0.001, 0.5, 0.931453135611, 1.24395585499
10, 33, 0.01, 20, 0.001, 0.5, 0.935313544193, 1.24292688872
10, 34, 0.01, 20, 0.001, 0.5, 0.933808854528, 1.25039818553
10, 35, 0.01, 20, 0.001, 0.5, 0.927158069592, 1.24308036617
10, 36, 0.01, 20, 0.001, 0.5, 0.928251842676, 1.25973816406
10, 37, 0.01, 20, 0.001, 0.5, 0.923669782734, 1.25480466958
10, 38, 0.01, 20, 0.001, 0.5, 0.922610280973, 1.24201930393
10, 39, 0.01, 20, 0.001, 0.5, 0.919224652562, 1.23969892398
10, 40, 0.01, 20, 0.001, 0.5, 0.921683874069, 1.25795990602
10, 41, 0.01, 20, 0.001, 0.5, 0.916635372813, 1.25531122755
10, 42, 0.01, 20, 0.001, 0.5, 0.91645120024, 1.25518808827
10, 43, 0.01, 20, 0.001, 0.5, 0.912960318453, 1.25553488963
10, 44, 0.01, 20, 0.001, 0.5, 0.911281896118, 1.25394854757
10, 45, 0.01, 20, 0.001, 0.5, 0.91724244987, 1.26763941423
10, 46, 0.01, 20, 0.001, 0.5, 0.90974264448, 1.25988482606
10, 47, 0.01, 20, 0.001, 0.5, 0.913737992848, 1.24098672489
10, 48, 0.01, 20, 0.001, 0.5, 0.905994539245, 1.25760736627
10, 49, 0.01, 20, 0.001, 0.5, 0.907706022446, 1.24951420359
10, 1, 0.01, 10, 0.0005, 0.3, 1.16627155044, 1.21858101852
10, 2, 0.01, 10, 0.0005, 0.3, 1.10058241057, 1.16558214702
10, 3, 0.01, 10, 0.0005, 0.3, 1.06859580994, 1.1645528556
10, 4, 0.01, 10, 0.0005, 0.3, 1.05050204148, 1.15685546358
10, 5, 0.01, 10, 0.0005, 0.3, 1.03795337212, 1.15294451065
10, 6, 0.01, 10, 0.0005, 0.3, 1.02866175709, 1.15280630308
10, 7, 0.01, 10, 0.0005, 0.3, 1.02935968033, 1.17487984655
10, 8, 0.01, 10, 0.0005, 0.3, 1.02675859957, 1.15969773094
10, 9, 0.01, 10, 0.0005, 0.3, 1.02303892464, 1.15678812234
10, 10, 0.01, 10, 0.0005, 0.3, 1.0243193861, 1.15310598918
10, 11, 0.01, 10, 0.0005, 0.3, 1.01398965751, 1.15178219053
10, 12, 0.01, 10, 0.0005, 0.3, 1.00622773673, 1.17524116259
10, 13, 0.01, 10, 0.0005, 0.3, 0.996206001408, 1.16622694254
10, 14, 0.01, 10, 0.0005, 0.3, 0.980756587697, 1.17777861994
10, 15, 0.01, 10, 0.0005, 0.3, 0.975957722058, 1.17919846141
10, 16, 0.01, 10, 0.0005, 0.3, 0.962869398531, 1.173809698
10, 17, 0.01, 10, 0.0005, 0.3, 0.952691206731, 1.16988358015
10, 18, 0.01, 10, 0.0005, 0.3, 0.937002755351, 1.17688842843
10, 19, 0.01, 10, 0.0005, 0.3, 0.934626134036, 1.18246003223
10, 20, 0.01, 10, 0.0005, 0.3, 0.921687363922, 1.17312452684
10, 21, 0.01, 10, 0.0005, 0.3, 0.910756100026, 1.19269125121
10, 22, 0.01, 10, 0.0005, 0.3, 0.910942165849, 1.19759761044
10, 23, 0.01, 10, 0.0005, 0.3, 0.903193225963, 1.19109966554
10, 24, 0.01, 10, 0.0005, 0.3, 0.886114247688, 1.21014808225
10, 25, 0.01, 10, 0.0005, 0.3, 0.87471258021, 1.2109285584
10, 26, 0.01, 10, 0.0005, 0.3, 0.864444736658, 1.22208781673
10, 27, 0.01, 10, 0.0005, 0.3, 0.858393017576, 1.20693951895
10, 28, 0.01, 10, 0.0005, 0.3, 0.860887141311, 1.21960052182
10, 29, 0.01, 10, 0.0005, 0.3, 0.850182703538, 1.22188844383
10, 30, 0.01, 10, 0.0005, 0.3, 0.842316378568, 1.22347004564
10, 31, 0.01, 10, 0.0005, 0.3, 0.833884944448, 1.23596004107
10, 32, 0.01, 10, 0.0005, 0.3, 0.82365722517, 1.2327963401
10, 33, 0.01, 10, 0.0005, 0.3, 0.805879172001, 1.24131773693
10, 34, 0.01, 10, 0.0005, 0.3, 0.813194635824, 1.2419458834
10, 35, 0.01, 10, 0.0005, 0.3, 0.815400407288, 1.24428282267
10, 36, 0.01, 10, 0.0005, 0.3, 0.809045988583, 1.2468552092
10, 37, 0.01, 10, 0.0005, 0.3, 0.798102319591, 1.25113942651
10, 38, 0.01, 10, 0.0005, 0.3, 0.799039565852, 1.24666248497
10, 39, 0.01, 10, 0.0005, 0.3, 0.795624037833, 1.26348868956
10, 40, 0.01, 10, 0.0005, 0.3, 0.791319460392, 1.24911749074
10, 41, 0.01, 10, 0.0005, 0.3, 0.787463344293, 1.23951452661
10, 42, 0.01, 10, 0.0005, 0.3, 0.778131429165, 1.2510727987
10, 43, 0.01, 10, 0.0005, 0.3, 0.776816649742, 1.23190269237
10, 44, 0.01, 10, 0.0005, 0.3, 0.777050950238, 1.24082162882
10, 45, 0.01, 10, 0.0005, 0.3, 0.767940345001, 1.24182978488
10, 46, 0.01, 10, 0.0005, 0.3, 0.766301247603, 1.24618658422
10, 47, 0.01, 10, 0.0005, 0.3, 0.765906152436, 1.24980364245
10, 48, 0.01, 10, 0.0005, 0.3, 0.760475137244, 1.25994512911
10, 49, 0.01, 10, 0.0005, 0.3, 0.764635329443, 1.23519066516
10, 1, 0.01, 10, 0.0005, 0.5, 1.15071257924, 1.19285179445
10, 2, 0.01, 10, 0.0005, 0.5, 1.09481654032, 1.14799640932
10, 3, 0.01, 10, 0.0005, 0.5, 1.06416012016, 1.15303109415
10, 4, 0.01, 10, 0.0005, 0.5, 1.05521740593, 1.15040590642
10, 5, 0.01, 10, 0.0005, 0.5, 1.04143426623, 1.14264823705
10, 6, 0.01, 10, 0.0005, 0.5, 1.03312763099, 1.1551661082
10, 7, 0.01, 10, 0.0005, 0.5, 1.04114264199, 1.16216159643
10, 8, 0.01, 10, 0.0005, 0.5, 1.03521318857, 1.15345853645
10, 9, 0.01, 10, 0.0005, 0.5, 1.03358324569, 1.14809741991
10, 10, 0.01, 10, 0.0005, 0.5, 1.03524615963, 1.1427561622
10, 11, 0.01, 10, 0.0005, 0.5, 1.01422976798, 1.15483178104
10, 12, 0.01, 10, 0.0005, 0.5, 1.00860563899, 1.16330860137
10, 13, 0.01, 10, 0.0005, 0.5, 0.994741599472, 1.16144308087
10, 14, 0.01, 10, 0.0005, 0.5, 0.987192514882, 1.17191763814
10, 15, 0.01, 10, 0.0005, 0.5, 0.973164036696, 1.1609720241
10, 16, 0.01, 10, 0.0005, 0.5, 0.97108916358, 1.18094756221
10, 17, 0.01, 10, 0.0005, 0.5, 0.957347458971, 1.1770679217
10, 18, 0.01, 10, 0.0005, 0.5, 0.954671620696, 1.18205490593
10, 19, 0.01, 10, 0.0005, 0.5, 0.943281906387, 1.18133788215
10, 20, 0.01, 10, 0.0005, 0.5, 0.932075401797, 1.18380207551
10, 21, 0.01, 10, 0.0005, 0.5, 0.932135921274, 1.19344221621
10, 22, 0.01, 10, 0.0005, 0.5, 0.912455414183, 1.20237200014
10, 23, 0.01, 10, 0.0005, 0.5, 0.908891222564, 1.19990985235
10, 24, 0.01, 10, 0.0005, 0.5, 0.900175463955, 1.20810940666
10, 25, 0.01, 10, 0.0005, 0.5, 0.887858582632, 1.20742581581
10, 26, 0.01, 10, 0.0005, 0.5, 0.877862674226, 1.196647734
10, 27, 0.01, 10, 0.0005, 0.5, 0.86732279702, 1.20892167678
10, 28, 0.01, 10, 0.0005, 0.5, 0.854779730131, 1.21474815593
10, 29, 0.01, 10, 0.0005, 0.5, 0.853169537315, 1.22412051114
10, 30, 0.01, 10, 0.0005, 0.5, 0.840353627187, 1.22002385409
10, 31, 0.01, 10, 0.0005, 0.5, 0.837897267577, 1.20755286106
10, 32, 0.01, 10, 0.0005, 0.5, 0.82746044815, 1.24294960452
10, 33, 0.01, 10, 0.0005, 0.5, 0.828499171638, 1.23922071027
10, 34, 0.01, 10, 0.0005, 0.5, 0.823820039051, 1.23384094896
10, 35, 0.01, 10, 0.0005, 0.5, 0.817584782277, 1.23881886652
10, 36, 0.01, 10, 0.0005, 0.5, 0.817582055151, 1.23713609584
10, 37, 0.01, 10, 0.0005, 0.5, 0.797978259171, 1.24460935731
10, 38, 0.01, 10, 0.0005, 0.5, 0.812424952947, 1.27261557068
10, 39, 0.01, 10, 0.0005, 0.5, 0.801766993744, 1.25854927629
10, 40, 0.01, 10, 0.0005, 0.5, 0.799021990903, 1.2759144811
10, 41, 0.01, 10, 0.0005, 0.5, 0.792675554625, 1.27159079898
10, 42, 0.01, 10, 0.0005, 0.5, 0.802752412173, 1.26805413849
10, 43, 0.01, 10, 0.0005, 0.5, 0.787990189763, 1.26576292021
10, 44, 0.01, 10, 0.0005, 0.5, 0.78746267573, 1.27649948247
10, 45, 0.01, 10, 0.0005, 0.5, 0.775175242013, 1.28211781841
10, 46, 0.01, 10, 0.0005, 0.5, 0.775372370032, 1.27193305547
10, 47, 0.01, 10, 0.0005, 0.5, 0.779193677522, 1.27822385469
10, 48, 0.01, 10, 0.0005, 0.5, 0.774377247475, 1.26958218695
10, 49, 0.01, 10, 0.0005, 0.5, 0.774220833912, 1.27722634097
10, 1, 0.01, 10, 0.001, 0.3, 1.17086830423, 1.21700341943
10, 2, 0.01, 10, 0.001, 0.3, 1.11536527087, 1.17454435268
10, 3, 0.01, 10, 0.001, 0.3, 1.06989574129, 1.14641174071
10, 4, 0.01, 10, 0.001, 0.3, 1.05670560021, 1.16710390458
10, 5, 0.01, 10, 0.001, 0.3, 1.04856194648, 1.15542805238
10, 6, 0.01, 10, 0.001, 0.3, 1.03727554933, 1.15190978983
10, 7, 0.01, 10, 0.001, 0.3, 1.03395733485, 1.15215187265
10, 8, 0.01, 10, 0.001, 0.3, 1.03267735132, 1.15240852084
10, 9, 0.01, 10, 0.001, 0.3, 1.03918040427, 1.14954941705
10, 10, 0.01, 10, 0.001, 0.3, 1.03127714187, 1.14766216956
10, 11, 0.01, 10, 0.001, 0.3, 1.02276132416, 1.16763699582
10, 12, 0.01, 10, 0.001, 0.3, 1.01463878393, 1.1694406888
10, 13, 0.01, 10, 0.001, 0.3, 1.00027173146, 1.16196361031
10, 14, 0.01, 10, 0.001, 0.3, 0.993455873095, 1.17243865898
10, 15, 0.01, 10, 0.001, 0.3, 0.978949108755, 1.17235414944
10, 16, 0.01, 10, 0.001, 0.3, 0.965167367405, 1.16764022233
10, 17, 0.01, 10, 0.001, 0.3, 0.962183912076, 1.15659908272
10, 18, 0.01, 10, 0.001, 0.3, 0.958144271879, 1.1596458591
10, 19, 0.01, 10, 0.001, 0.3, 0.942987170141, 1.15998418935
10, 20, 0.01, 10, 0.001, 0.3, 0.937989774765, 1.17684065881
10, 21, 0.01, 10, 0.001, 0.3, 0.930165305652, 1.1792047985
10, 22, 0.01, 10, 0.001, 0.3, 0.921430990875, 1.17387245333
10, 23, 0.01, 10, 0.001, 0.3, 0.915324232665, 1.16599821546
10, 24, 0.01, 10, 0.001, 0.3, 0.904094296795, 1.17802229542
10, 25, 0.01, 10, 0.001, 0.3, 0.892555009436, 1.18129686139
10, 26, 0.01, 10, 0.001, 0.3, 0.891554643913, 1.18695304993
10, 27, 0.01, 10, 0.001, 0.3, 0.880229119081, 1.19417738835
10, 28, 0.01, 10, 0.001, 0.3, 0.881455681998, 1.19582644683
10, 29, 0.01, 10, 0.001, 0.3, 0.875569191823, 1.18606610923
10, 30, 0.01, 10, 0.001, 0.3, 0.864255689303, 1.20658502001
10, 31, 0.01, 10, 0.001, 0.3, 0.858619884243, 1.18536467633
10, 32, 0.01, 10, 0.001, 0.3, 0.862678814034, 1.19805210596
10, 33, 0.01, 10, 0.001, 0.3, 0.854781679289, 1.20250637553
10, 34, 0.01, 10, 0.001, 0.3, 0.845875288024, 1.20238742736
10, 35, 0.01, 10, 0.001, 0.3, 0.847750030228, 1.2017433
10, 36, 0.01, 10, 0.001, 0.3, 0.835842255563, 1.20485052017
10, 37, 0.01, 10, 0.001, 0.3, 0.839640618496, 1.19844109512
10, 38, 0.01, 10, 0.001, 0.3, 0.827772936408, 1.21084459681
10, 39, 0.01, 10, 0.001, 0.3, 0.827013429988, 1.2238627053
10, 40, 0.01, 10, 0.001, 0.3, 0.827037242139, 1.23656796981
10, 41, 0.01, 10, 0.001, 0.3, 0.827566886331, 1.223806642
10, 42, 0.01, 10, 0.001, 0.3, 0.824992004084, 1.21830936615
10, 43, 0.01, 10, 0.001, 0.3, 0.824767403285, 1.22461732007
10, 44, 0.01, 10, 0.001, 0.3, 0.823404829346, 1.22261706622
10, 45, 0.01, 10, 0.001, 0.3, 0.817988417378, 1.22106883143
10, 46, 0.01, 10, 0.001, 0.3, 0.813081882295, 1.22490858176
10, 47, 0.01, 10, 0.001, 0.3, 0.810589097885, 1.2256589738
10, 48, 0.01, 10, 0.001, 0.3, 0.813542513607, 1.2216280492
10, 49, 0.01, 10, 0.001, 0.3, 0.816399464591, 1.23594109317
10, 1, 0.01, 10, 0.001, 0.5, 1.14985050629, 1.18848842565
10, 2, 0.01, 10, 0.001, 0.5, 1.09657909961, 1.154624289
10, 3, 0.01, 10, 0.001, 0.5, 1.06359867727, 1.15166321562
10, 4, 0.01, 10, 0.001, 0.5, 1.05079109968, 1.14699252011
10, 5, 0.01, 10, 0.001, 0.5, 1.04236584857, 1.14693311504
10, 6, 0.01, 10, 0.001, 0.5, 1.02974019615, 1.15325638403
10, 7, 0.01, 10, 0.001, 0.5, 1.03210072866, 1.15775306192
10, 8, 0.01, 10, 0.001, 0.5, 1.03332379729, 1.14824913792
10, 9, 0.01, 10, 0.001, 0.5, 1.0379248803, 1.15548516536
10, 10, 0.01, 10, 0.001, 0.5, 1.02133675196, 1.16347006086
10, 11, 0.01, 10, 0.001, 0.5, 1.00462366336, 1.15745470065
10, 12, 0.01, 10, 0.001, 0.5, 0.993629354228, 1.17306944246
10, 13, 0.01, 10, 0.001, 0.5, 0.98705601251, 1.17424210778
10, 14, 0.01, 10, 0.001, 0.5, 0.978999831439, 1.18530940769
10, 15, 0.01, 10, 0.001, 0.5, 0.953750687597, 1.15922053126
10, 16, 0.01, 10, 0.001, 0.5, 0.940935066806, 1.16337533349
10, 17, 0.01, 10, 0.001, 0.5, 0.930059899669, 1.16260025101
10, 18, 0.01, 10, 0.001, 0.5, 0.93403933095, 1.16203929368
10, 19, 0.01, 10, 0.001, 0.5, 0.930010810744, 1.18022345503
10, 20, 0.01, 10, 0.001, 0.5, 0.917647822743, 1.16839744916
10, 21, 0.01, 10, 0.001, 0.5, 0.919057346514, 1.18542583005
10, 22, 0.01, 10, 0.001, 0.5, 0.913785758716, 1.1915202651
10, 23, 0.01, 10, 0.001, 0.5, 0.903296956037, 1.18034873512
10, 24, 0.01, 10, 0.001, 0.5, 0.897761808132, 1.1884157228
10, 25, 0.01, 10, 0.001, 0.5, 0.889093746015, 1.20446816187
10, 26, 0.01, 10, 0.001, 0.5, 0.87718193951, 1.18418927158
10, 27, 0.01, 10, 0.001, 0.5, 0.868201540954, 1.20975923206
10, 28, 0.01, 10, 0.001, 0.5, 0.861186568894, 1.20289328872
10, 29, 0.01, 10, 0.001, 0.5, 0.857103246532, 1.20576080305
10, 30, 0.01, 10, 0.001, 0.5, 0.851456472485, 1.19994545011
10, 31, 0.01, 10, 0.001, 0.5, 0.842362643014, 1.22003094192
10, 32, 0.01, 10, 0.001, 0.5, 0.836223911075, 1.20285070375
10, 33, 0.01, 10, 0.001, 0.5, 0.826169030903, 1.1997070379
